ሢስሴᇰሔስቆሹሼ;ህሆ;ሁሄ;ሄሂ;ሁሇ;ሁሂሁ;ሇሆሆ;ሄ;ቀሿሻስቃᇰቇሹቄሸᇰሱᇰቄቂሹሴስሾቄ;ሄሇ;ቃቄሱሲቃᇰቇሹቄሸᇰሹቄቃᇰቄሱሹሼ;ሇህ;ሲቂስሱቄሸስቃᇰሶሼሱሽስቃ;ሃሇ;ቃቅሽሽሿሾቃᇰሱᇰቀሼሱቄሿሿሾᇰሿሶᇰሸስሼሼቃቀሱቇሾ;ለሉ
ሔቂሱሷሿሾ;ሄሂ;ሃሉ;ሄሃ;ሄሇ;ሇሉ;ሂለሉህ;ሄ;ሲቂስሱቄሸስቃᇰሶሹቂስ;ህለ;ሳሸሿሽቀቃᇰቇሹቄሸᇰሽሱቃቃሹቆስᇰሶሱሾሷቃ;ሇሃ;ሶሼሱቀቃᇰቇሹቄሸᇰሽሱቃቃሹቆስᇰቇሹሾሷቃ;ህሇ;ቃቇሹቀስቃᇰቇሹቄሸᇰስሾሿቂሽሿቅቃᇰሳሼሱቇቃ;ሆሆ
ሗቂሱሾሴᇰሠ቉ቂሿሽሱሾሳስቂ;ሇሃ;ሆ;ሃሆ;ለሁ;ህሄ;ሁሂለለ;ሄ;ሳሱቃቄቃᇰሱᇰሽሱቃቃሹቆስᇰሶሹቂስሲሱሼሼ;ህሆ;ቃሸሿሿቄቃᇰሺስቄቃᇰሿሶᇰሶሼሱሽስቃ;ሆሃ;ስቂቅቀቄቃᇰሱᇰሶሹቃቃቅቂስᇰሹሾᇰቄሸስᇰሷቂሿቅሾሴ;ለህ;ቃቇሹሾሷቃᇰሱᇰቃቄሱሶሶ;ሄሇ
ማሹሾሷ㇩ቃᇰሗቅሱቂሴ;ሂሆ;ህሇ;ሃሄ;ሁሇ;ሁሁሆ;ሁሃሆሇ;ሄ;ቃሼሹሳስቃᇰቇሹቄሸᇰሱᇰሷቂስሱቄቃቇሿቂሴ;ሆለ;ቃሸሿሿቄቃᇰሱᇰሳቂሿቃቃሲሿቇ;ሄሇ;ሴስሼሹቆስቂቃᇰሱᇰሾሱቃቄ቉ᇰቀቅሾሳሸ;ህህ;ቀስቂሶሿቂሽቃᇰሱᇰሲሱሳሻቃቄሱሲሲሹሾሷᇰሱቄቄሱሳሻ;ሄህሀ
ሗሹሱሾቄ;ሁሂ;ሃሀ;ሆ;ሉ;ሁሉሃ;ሁሀህህ;ሄ;ቇሹስሼሴቃᇰሱᇰሳሼቅሲ;ሆሇ;ቃቄሿሽቀቃᇰሱሾሷቂሹሼ቉;ሇሄ;ሳቂቅቃሸስቃᇰቇሹቄሸᇰሸሹቃᇰሸሱሾሴቃ;ሆሂ;ቄሸቂሿቇቃᇰሱᇰሲሿቅሼሴስቂ;ሉሃ
ማሹሾሷቃሼሱ቉ስቂ;ሆሆ;ሂሉ;ሃሂ;ሂሇ;ሉሆ;ሁሁሆሆ;ሄ;ቃቇሹቀስቃᇰቇሹቄሸᇰሱᇰሸሱሼሲስቂሴ;ሆሆ;ቃቄሱሲቃᇰቇሹቄሸᇰሱᇰሸሱሼሲስቂሴ;ሇለ;ቃሸሿሿቄቃᇰሱᇰሶሼሹሾቄሼሿሳሻ;ሂህሀ;ሳሸሱቂሷስቃᇰቇሹቄሸᇰሸሹቃᇰቃሸሿቅሼሴስቂ;ሄሂ
ሔቂሱሷሿሾ;ሄሂ;ሃሉ;ሄሃ;ሄሇ;ሇሉ;ሂለሉህ;ሄ;ሲቂስሱቄሸስቃᇰሶሹቂስ;ህለ;ሳሸሿሽቀቃᇰቇሹቄሸᇰሽሱቃቃሹቆስᇰሶሱሾሷቃ;ሇሃ;ሶሼሱቀቃᇰቇሹቄሸᇰሽሱቃቃሹቆስᇰቇሹሾሷቃ;ህሇ;ቃቇሹቀስቃᇰቇሹቄሸᇰስሾሿቂሽሿቅቃᇰሳሼሱቇቃ;ሆሆ
ሔስሱቄሸ;ህሄ;ሂሇ;ሄሂ;ህሃ;ሇሄ;ሁሂህሀ;ሄ;ቇሹስሼሴቃᇰሱᇰቃሳ቉ቄሸስ;ሄህ;ሷሱሼሼሿቀቃᇰሿሾᇰሸሹቃᇰሸሿቂቃስ;ሆሇ;ቃስሾሴቃᇰሱᇰሴስሱሴሼ቉ᇰሷሱቃ;ህለ;ቃሸሿሿቄቃᇰቇሹቄሸᇰሱᇰሳቂሿቃቃሲሿቇ;ህለ
ሖሱሽሹሾስ;ህሄ;ሂሇ;ሄሂ;ህሃ;ሇሄ;ሁሂህሀ;ሄ;ቇሹስሼሴቃᇰሱᇰቀሹቄሳሸሶሿቂሻ;ሄህ;ሷሱሼሼሿቀቃᇰሿሾᇰሸሹቃᇰሸሿቂቃስ;ሆሇ;ቃሹቀሸሿሾቃᇰሾቅቄቂሹስሾቄቃ;ሃሇ;ቃሸሿሿቄቃᇰቇሹቄሸᇰሱᇰሳቂሿቃቃሲሿቇ;ህለ
ሧሱቂ;ህሄ;ሂሇ;ሄሂ;ህሃ;ሇሄ;ሁሂህሀ;ሄ;ቇሹስሼሴቃᇰሱᇰቃሳሹሽሹቄሱቂ;ሄህ;ሷሱሼሼሿቀቃᇰሿሾᇰሸሹቃᇰሸሿቂቃስ;ሆሇ;ቃስሾሴቃᇰሱሾᇰሱቂሽ቉ᇰሿሶᇰቇሱቂቂሹሿቂቃ;ህለ;ቃሸሿሿቄቃᇰቇሹቄሸᇰሱᇰሳቂሿቃቃሲሿቇ;ህለ
ሠስቃቄሹሼስሾሳስ;ህሄ;ሂሇ;ሄሂ;ህሃ;ሇሄ;ሁሂህሀ;ሄ;ቇሹስሼሴቃᇰሱᇰቀሼሱሷቅስᇰሳሱሾስ;ሄህ;ሷሱሼሼሿቀቃᇰሿሾᇰሸሹቃᇰሸሿቂቃስ;ሆሇ;ቃስሾሴቃᇰሱᇰቀስቃቄሹሼስሾቄᇰሷሱቃ;ህለ;ቃሸሿሿቄቃᇰቇሹቄሸᇰሱᇰሳቂሿቃቃሲሿቇ;ህለ
ሠስሾሷቅሹሾሱቄሿቂᇰሃሀሀሀ;ሃለ;ሇሄ;ሁሄ;ሂሃ;ሁሀሁ;ሁሄሀሂ;ሄ;ቃስሾሴቃᇰሱᇰሲሱቂቂሱሷስᇰሿሶᇰሽሹቃቃሹሼስቃ;ሇሀሀ;ቃሸሿሿቄቃᇰሱᇰሽሱሳሸሹሾስᇰሷቅሾ;ሃህሀ;ቃሼሹሴስቃᇰሿሾᇰሹቄቃᇰሲስሼሼ቉;ህሇ;ቅቃስቃᇰሱᇰሽሿቅሾቄስሴᇰሳሱሾሾሿሾ;ህሀሀ
ሦሹሻሹሾሷᇰሒስቂቃስቂሻስቂ;ለህ;ሁሂ;ሆሃ;ለ;ለሂ;ሁሀሀሆ;ሄ;ቄሸቂሿቇቃᇰሱᇰቄሿሽሱሸሱቇሻ;ሆሇ;ቂስሳሹቄስቃᇰሱᇰሾሿቂሴሹሳᇰስሾሳሸሱሾቄሽስሾቄ;ሄህ;ሳሼስሱቆስቃᇰሸሹቃᇰሷቂስሱቄሱቈስ;ሇሄ;ቂቅሾቃᇰሹሾᇰቃሳቂስሱሽሹሾሷ;ለሉ
ሜሹቆሹሾሷᇰሙሳስሲስቂሷ;ሂሇ;ህሃ;ሁሃ;ሄ;ሁህሃ;ሂሂሃ;ሄ;ቃቄሿሽቀቃᇰሹቄቃᇰሹሳ቉ᇰሶስስቄ;ሆሇ;ሶሱሼሼቃᇰቇሹቄሸᇰሱᇰሳቂሱቃሸ;ሉሃ;ሲሹቄስቃᇰቇሹቄሸᇰሹሳሹሳሼስᇰቄስስቄሸ;ሇሀ;ሲቂስሱቄሸስቃᇰሹቄቃᇰሹሳ቉ᇰሲቂስሱቄሸ;ህሆ
ሡቅስስሾᇰሿሶᇰሙሳስ;ሇህ;ሃሂ;ሄሄ;ህሂ;ሄሇ;ሁሂሆሂ;ሄ;ቅቃስቃᇰሱᇰሶቂስስቊሹሾሷᇰቃቀስሼሼ;ህሇ;ቅቃስቃᇰሱᇰሶቂሿቃቄ቉ᇰቃቄሱሶሶ;ሄሇ;ቃቅሽሽሿሾቃᇰሱሾᇰሱቂሽ቉ᇰሿሶᇰቃሾሿቇሽስሾ;ሉለ;ቃሸሿሿቄቃᇰሱᇰሸሹሷሸᇽቆስሼሿሳሹቄ቉ᇰሹሳሹሳሼስ;ሇሉ
ሣስቂቆሱሾቄᇰሿሶᇰሓቄሸቅሼሸቅ;ሂሇ;ሆሇ;ሁሆ;ሆሂ;ሇለ;ሆሆሂ;ሄ;ቃቅሽሽሿሾቃᇰሱᇰቃቇሱቂሽᇰሿሶᇰቄስሾቄሱሳሼስቃ;ሄሆ;ሲስሼሼሿቇቃᇰሱᇰቄስቂቂሹሶ቉ሹሾሷᇰሹሾሳሱሾቄሱቄሹሿሾ;ሃሂ;ሶቂሱሳቄቅቂስቃᇰሱᇰቃሽሱሼሼᇰሸሿሼስᇰሹሾᇰቂስሱሼሹቄ቉;ህሆ;ቀቅሼሼቃᇰሱቄᇰ቉ሿቅᇰቇሹቄሸᇰሹቄቃᇰቄስሾቄሱሳሼስቃ;ሄሃ
ሣሸሿሷሷሿቄሸ;ለሃ;ሆህ;ሁሄ;ሃሃ;ህህ;ሄህሆ;ሄ;ሶሼሱሹሼቃᇰቇሹቄሸᇰሱᇰቄስሾቄሱሳቅሼሱቂᇰሽሱቃቃ;ሄሆ;ሳሸሿሽቀቃᇰቇሹቄሸᇰሱሾᇰሱሽሿቂቀሸሿቅቃᇰሽሿቅቄሸ;ለለ;ሷቂሱሲቃᇰቇሹቄሸᇰሹቄቃᇰቄስሾቄሱሳሼስቃ;ሆሂ;ቃሳቂስሱሽቃᇰቇሹቄሸᇰሷቅቄቄቅቂሱሼᇰሱሾሷቅሹቃሸ;ሂሃ
ሕሼቆሹቃ;ሄሃ;ሁሄ;ሇሂ;ሇህ;ሄህ;ሁሆህሄ;ሄ;ቅቃስቃᇰሱᇰሸሹቀᇰቄሸቂቅቃቄሹሾሷᇰሱቄቄሱሳሻ;ሇሉ;ሲቂስሱሻቃᇰሿቅቄᇰቃሿሽስᇰቃቇስስቄᇰሽሿቆስቃ;ሆለ;ሲስሱቄቃᇰቇሹቄሸᇰሱᇰሲሱቃስሲሱሼሼᇰሲሱቄ;ህሉ;ቅቃስቃᇰሱᇰቃሹሾሷሹሾሷᇰሱቄቄሱሳሻ;ሇሂ
ሕሼሴቂሹቄሳሸᇰመሿቂቂሿቂ;ህሂ;ህሃ;ሄለ;ህሃ;ሄሄ;ሆሆሆ;ሄ;ሱቄቄሱሳሻቃᇰሹሾᇰሱሾᇰሹሾሳሿሾሳስሹቆሱሲሼስᇰሶሱቃሸሹሿሾ;ሆሄ;ሱቄቄሱሳሻቃᇰሹሾᇰሱሾᇰሹሾሳሿሾሳስሹቆሱሲሼስᇰሶሱቃሸሹሿሾ;ህሇ;ሱቄቄሱሳሻቃᇰሹሾᇰሱሾᇰሹሾሳሿሾሳስሹቆሱሲሼስᇰሶሱቃሸሹሿሾ;ሇህ;ሱቄቄሱሳሻቃᇰሹሾᇰሱሾᇰሹሾሳሿሾሳስሹቆሱሲሼስᇰሶሱቃሸሹሿሾ;ሃሂ
ሔስሱቄሸᇰሜሹቊሱቂሴ;ሆሇ;ሄሉ;ሄሇ;ሂህ;ሆሂ;ለህህ;ሄ;ሳሼሱቇቃᇰቇሹቄሸᇰቂሱቊሿቂᇽቃሸሱቂቀᇰቄሱሼሿሾቃ;ሆሇ;ቂሱሽቃᇰቇሹቄሸᇰሹቄቃᇰሸሿቂሾቃ;ለሂ;ሲሹቄስቃᇰቇሹቄሸᇰሽሱቃቃሹቆስᇰቄስስቄሸ;ሇሉ;ሳሸሱቂሷስቃᇰቆሹሳሹሿቅቃሼ቉;ሁሀሃ
ምሱቈሹሽቅሽᇰሣስሳቅቂሹቄ቉ᇰሢሿሲሿቄ;ሂሆ;ሉሃ;ሁሃ;ሁሄ;ሁሀሄ;ሁሂሄሄ;ሄ;ቃሸሿሿቄቃᇰቇሹቄሸᇰሴቅሱሼᇰሽሱሳሸሹሾስᇰሷቅሾቃ;ሁሂሀ;ሿቆስቂሼሿሱሴቃᇰሹቄቃᇰሳሿቂስ;ህሃ;ቃሸሿሿቄቃᇰሱᇰቃቅቀስቂᇽሼሱቃስቂ;ሇሀሀ;ቃቇሹቀስቃᇰቇሹቄሸᇰሹቄቃᇰሷሹሱሾቄᇰሱቂሽቃ;ለሂ
ምስሷሱᇰምቅቄሱሾቄ;ህህ;ሄሄ;ሄሂ;ህ;ሁሀሄ;ሁሃለሁ;ሄ;ቄሸቂሿቇቃᇰሱᇰቃሸሿቀቀሹሾሷᇰሳሱቂቄ;ህሂ;ሽሱቅሼቃᇰቇሹቄሸᇰሱᇰቄስሼስቀሸሿሾስᇰቀሿሼስ;ሇሉ;ቃስቄቃᇰሱᇰሼሱሾሴሽሹሾስ;ሁሀሀሀ;ቃሼሱሽቃᇰቇሹቄሸᇰሸሹቃᇰሶሹቃቄቃ;ሆሄ
ሢሱሹሴስቂᇰማሹሾሷ;ህሃ;ሂሉ;ህሉ;ሇሃ;ሃሆ;ሁህሆሆ;ሄ;ቃሼሹሳስቃᇰቇሹቄሸᇰሱᇰሽሱሳሸስቄስ;ህሆ;ቃሸሿሿቄቃᇰሱᇰቃሸሿቄሷቅሾ;ሄሀሀ;ሼሱቅሾሳሸስቃᇰሱᇰሽሹሾሹᇽሱቄሿሽᇽሲሿሽሲ;ሁህሀሀሀ;ቀሿሻስቃᇰቇሹቄሸᇰሱᇰቀሿሿሼᇰሳቅስ;ሄሇ
ሠሸሱቂሱሿሸ㇩ቃᇰሗቅሱቂሴ;ሄለ;ህሃ;ሂለ;ሂሉ;ሉሃ;ሁሄሆሆ;ሄ;ቃቄቂሹሻስቃᇰቇሹቄሸᇰሱᇰሳሿሲቂሱᇰሳሱሾስ;ሇለ;ሳሱሼሼቃᇰቄሿᇰቄሸስᇰሷሿሴቃ;ህሃ;ቄሸቂሿቇቃᇰሱᇰቀሿሹቃሿሾስሴᇰሻሾሹሶስ;ሃሆ;ቃሸሿሿቄቃᇰሱᇰሼሿሾሷሲሿቇ;ሆሁ
ሣቅሾᇰሗሿሴ;ሆሃ;ሂሄ;ሂሂ;ህሂ;ለሉ;ሁህለሂ;ሄ;ሳሱቃቄቃᇰሱᇰሲስሱሽᇰሿሶᇰሼሹሷሸቄ;ሆሃ;ሳሱሼሼቃᇰቅቀሿሾᇰሸሹቃᇰሶስሼሼሿቇᇰሷሿሴቃ;ሉሇ;ቃቄቂሹሻስቃᇰቇሹቄሸᇰሱᇰቃቀስሱቂ;ሇሂ;ሳሸሱሾቄቃᇰሱሾᇰሱሾሳሹስሾቄᇰሹሾሳሱሾቄሱቄሹሿሾ;ሃሂ
ሣሱሾሴᇰሗሿሼስሽ;ሃሃ;ሄሂ;ሃሀ;ሄለ;ሉሇ;ለሉሄ;ሄ;ቃሼሱሽቃᇰቇሹቄሸᇰሸሱቂሴስሾስሴᇰሶሹቃቄቃ;ህሆ;ቃቅሽሽሿሾቃᇰሱᇰቃሱሾሴቃቄሿቂሽ;ሃሂ;ቃሸሿሿቄቃᇰሱᇰሺስቄᇰሿሶᇰሲቅቂሾሹሾሷᇰቃሱሾሴ;ለሇ;ቅቃስቃᇰሱሾᇰስሾሷቅሼሶሹሾሷᇰሱቄቄሱሳሻ;ሇሄ
ሔስሱቄሸᇰሧሿቂሽ;ሉሁ;ሂሉ;ህሃ;ሉ;ሆለ;ህሆሁ;ሄ;ቄቅሾሾስሼቃᇰቅሾሴስቂሷቂሿቅሾሴ;ሂ;ቃሸቂስሴቃᇰቇሹቄሸᇰሹቄቃᇰቄስስቄሸ;ለለ;ቅቃስቃᇰሱᇰቄሿቈሹሳᇰሱቄቄሱሳሻ;ሆሆ;ሳሿሾቃቄቂሹሳቄቃᇰቆሹሿሼስሾቄሼ቉;ሇሇ
ሤ቉ቂሱሾሾሿቃሱቅቂቅቃ;ሁሁሂ;ሂሇ;ሂሆ;ሃ;ለሂ;ሁሀሇ;ሄ;ሲሹቄስቃᇰቃሱቆሱሷስሼ቉;ሁለሀ;ቅቃስቃᇰሱᇰቄሿቃቃሹሾሷᇰሱቄቄሱሳሻ;ሉሃ;ሳሼሱቇቃᇰቇሹቄሸᇰሹቄቃᇰቄሹሾ቉ᇰሱቂሽቃ;ሄህ;ቃቄሿሽቀቃᇰሱሾሷቂሹሼ቉;ሇሇ
ሜሹሿቀሼስቅቂሿሴሿሾ;ሄሂ;ሆለ;ሆሄ;ሃ;ሇሃ;ሁለሂ;ሄ;ሼቅሾሷስቃᇰሶቂሿሽᇰቄሸስᇰቇሱቄስቂ;ሉሂ;ሲሹቄስቃᇰቇሹቄሸᇰቂሿቇቃᇰሿሶᇰቄስስቄሸ;ለሇ;ቃሽሱሳሻቃᇰቇሹቄሸᇰሱᇰሶሼሹቀቀስቂ;ሆሃ;ቃቀሼሱቃሸስቃᇰቇሱቄስቂ;ሃሃ
ሑቂሽሿቂስሴᇰሓሱቆስሽሱሾ;ህህ;ሆህ;ሆሁ;ሁሆ;ህሃ;ህህሄ;ሄ;ሲሱቃሸስቃᇰቇሹቄሸᇰሱᇰሼሱቂሷስᇰቂሿሳሻ;ሆሇ;ቀስቂሶሿቂሽቃᇰሱᇰቃሸሿቅሼሴስቂᇰሲሱቃሸ;ህህ;ቄሸቂሿቇቃᇰሱᇰሲሿሾስ;ሃሂ;ቃሸሿሿቄቃᇰሱᇰቀቂሹሽሹቄሹቆስᇰሲሿቇ;ለሉ
ሧሿሿሼ቉ᇰሢሸሹሾሿሳስቂሿቃ;ህሃ;ሇሄ;ሇ;ሃ;ሁሁሃ;ሁሉሆ;ሄ;ቂሱሽቀሱሷስቃᇰሱሾሷቂሹሼ቉;ሇሇ;ሳሸሱቂሷስቃᇰቇሹቄሸᇰሹቄቃᇰሸሿቂሾ;ሆሄ;ቃቄሿሽቀቃᇰሱቂሿቅሾሴ;ህህ;ሲስሼሼሿቇቃᇰቇሹቄሸᇰሱᇰቀሹስቂሳሹሾሷᇰሳቂ቉;ሄሂ
ሓሿሼሿቃቃሱሼᇰሓስሾቄሹቀስሴስ;ሉሃ;ለሇ;ሁሃ;ሃ;ህሄ;ሁሃሂ;ሄ;ቅቃስቃᇰሱᇰሳሿሹሼሹሾሷᇰሱቄቄሱሳሻ;ህሆ;ሹሾሺስሳቄቃᇰቀሿሹቃሿሾ;ሇሆ;ቃሼሱሽቃᇰቄሿᇰቄሸስᇰሷቂሿቅሾሴ;ለህ;ቃቄሱሲቃᇰቇሹቄሸᇰሹቄቃᇰሼስሷቃ;ሃሄ
ሑቂሽ቉ᇰሑሾቄᇰመሿቂሴስ;ሁሁሇ;ሁሁ;ሄሆ;ሃ;ሇሃ;ሉለ;ሄ;ቃቅቂሷስቃᇰሶሿቂቄሸ;ህሂ;ቃሸሿሿቄቃᇰሿቅቄᇰቃስቆስቂሱሼᇰሹሾሴሹቆሹሴቅሱሼᇰሱቂሽ቉ᇰሱሾቄቃ;ሆሆ;ቃሼሱሽቃᇰቇሹቄሸᇰሱᇰሸሱሽሽስቂᇰሽሱሴስᇰሿሶᇰሱሾቄቃ;ሄሃ;ቅቄሹሼሹቊስቃᇰሱሾᇰስሾሷቅሼሶሹሾሷᇰሱቄቄሱሳሻ;ለሉ
ሚቅሾሷሼስᇰሣስሾቄቂ቉;ሂሂ;ህህ;ሉ;ሂሁ;ሁሄሃ;ሁሃሃህ;ሄ;ቃሼሱሽቃᇰቇሹቄሸᇰሱᇰሶሹቃቄᇰሿሶᇰሱሾሳሹስሾቄᇰሲቂሹሳሻቃ;ሇለ;ቅቄሹሼሹቊስቃᇰሱሾᇰሱሾሳሹስሾቄᇰሽስሳሸሱሾሹቃሽ;ለሆ;ቃሸሿሿቄቃᇰሱᇰቂሱ቉ᇰሿሶᇰቃቅሾሼሹሷሸቄ;ሁሇሀ;ቃቅሽሽሿሾቃᇰሱᇰሶሹቂስሲሱሼሼ;ሆሆ
ሢሱሹሾሶሿቂስቃቄᇰሒሼሹሷሸቄ;ለለ;ሂለ;ሆሁ;ሁሂ;ሆሁ;ሆሇሄ;ሄ;ቇሸሹቀቃᇰቇሹቄሸᇰቄሸቂሿሾ቉ᇰቆሹሾስቃ;ሄለ;ሳሿሾቃቄቂሹሳቄቃᇰቇሹቄሸᇰቄሸሹሳሻᇰቆሹሾስቃ;ሇህ;ሹሾሺስሳቄቃᇰሱᇰሴስሱሴሼ቉ᇰቄሿቈሹሾ;ሁሃህ;ቂስሼስሱቃስቃᇰሳሿቂቂሿቃሹቆስᇰቃቀሿቂስቃ;ሂህ
ሪሿሽሲሹስᇰሤሹቄሱሾ;ለሀ;ህሄ;ሂሂ;ሁ;ሉሃ;ሃህሄ;ሄ;ቃሼሱሽቃᇰቂሿቄቄስሾᇰሶሹቃቄቃᇰቄሿᇰቄሸስᇰሷቂሿቅሾሴ;ሆሉ;ቄሸቂሿቇቃᇰሱᇰቊሿሽሲሹስ;ሆሄ;ሳሸሿሽቀቃᇰቇሹቄሸᇰሳሿሼሿቃቃሱሼᇰቄስስቄሸ;ሁሃሆ;ቃቄሿሽቀቃᇰሹቄቃᇰሶስስቄ;ሆሂ
